id,name,description,single_category,description_ko,single_category_ko
c6dd0909-46f3-4cf9-a059-fbdff93198dd,Hip Belt,Hip belt for all occasions,accessories|belt,모든 상황에 적합한 힙 벨트,액세서리|벨트
95a38ced-a972-4e9f-b54d-fbd109ad956e,Dark Olive Green Backpack,This dark olive green backpack for men is unsurpassed for exploring everywhere,accessories|backpack,이 짙은 올리브 그린 남성용 백팩은 어디든 둘러보기에 타의 추종을 불허합니다.,액세서리|배낭
7834e768-8c84-4c0b-9372-6f65a3207a14,Light Gray Handbag,Light gray handbag that works with all outfits,accessories|handbag,어떤 의상에도 잘 어울리는 라이트 그레이 핸드백,액세서리|핸드백
f468ce19-e359-438a-8141-8efef422a392,Black Shoes,Pair of black formal shoes for men,footwear|formal,남성용 블랙 포멀 슈즈,신발|정장
eba7bf2b-c55d-4375-b213-6463ac46cef3,Halloween Scarecrow,Be sure to order early in October,seasonal|halloween,10월 초에 꼭 주문하세요,계절|할로윈
87807a95-ee08-4a17-9a79-af93c7ccd1b5,Strawberry Cake,This flavorful strawberry cake will delight everyone,groceries|bakery,이 맛있는 딸기 케이크는 모두를 기쁘게 할 것입니다,식료품|빵집
9a393431-2a27-4bb5-97fd-74ab904cec03,Trendy Sandals,Trendy pair of sandals for women,footwear|sandals,트렌디한 여성용 샌들,신발|샌들
be0749f9-f998-4937-aeda-1b400535bea3,Peru-Orange Coat,Warm casual coat for women for the mountains,apparel|jacket,산에서 입을 수 있는 여성용 따뜻한 캐주얼 코트,의복|재킷
c3d0fa25-54b9-4876-8a83-9c10e35c711f,Trendy Glasses,These trendy glasses for men are unrivaled,accessories|glasses,이 트렌디한 남성용 안경은 타의 추종을 불허합니다,액세서리|안경
85ef93dc-01ed-474c-879f-984797a7d7a1,Denim Blue Jacket,All-seasons casual jacket for men,apparel|jacket,남성 올 시즌 캐주얼 재킷,의복|재킷
ebee2ea6-fdc1-4d94-a9ac-b05f328e7ddb,Dark Slate Gray Sneakers,An all-around bold pair of dark slate gray sneakers,footwear|sneaker,올라운드 볼드 다크 슬레이트 그레이 스니커즈,신발|스니커즈
5ca334e8-5ae0-4935-b797-9b392dd4d0d9,Hot Pink Shoes,Pair of hot pink formal shoes for women,footwear|formal,여성용 핫 핑크 포멀 슈즈,신발|정장
65b3bc05-4d84-48ef-ba0f-ce12301643c7,Black Sneakers,An all-around intrepid pair of black sneakers,footwear|sneaker,다재다능한 블랙 스니커즈,신발|스니커즈
742a7479-f734-44bf-b826-f76ebe254f55,Leather Handbag,Leather handbag that works with all outfits,accessories|handbag,어떤 의상에도 잘 어울리는 가죽 핸드백,액세서리|핸드백
90946422-31ea-4dd1-8651-a9e3a122bcf6,Dark Slate Gray Backpack,Dark slate gray backpack is useful for traveling,accessories|backpack,다크 슬레이트 그레이 백팩은 여행에 유용합니다.,액세서리|배낭
1689f5d9-8691-4738-9324-c468d62795f6,Cocktail Glass,Outstanding for every kitchen,housewares|kitchen,모든 주방에 잘 어울립니다.,가정용품|부엌
83095a08-2968-4275-a375-4fab404df7ac,Razor,Razor for every bathroom,beauty|grooming,모든 욕실용 면도기,뷰티|그루밍
da94e783-5959-4df1-bca1-6719ece02699,Dog Accessory,Your dog will love this accessory,outdoors|pet,반려견이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
c01afde0-020b-4220-8006-2a40245cad8c,Electric Guitar,This electric guitar is perfect for amateur and professional musicians,instruments|strings,이 일렉트릭 기타는 아마추어 및 전문 뮤지션에게 적합합니다.,악기|현악기
2314f923-cffd-4286-aaf1-fd016bf8a06d,Forest Green Sneakers,This swell pair of forest green sneakers is perfect for exploring in a new city,footwear|sneaker,이 멋진 포레스트 그린 스니커즈는 새로운 도시를 탐험하기에 안성맞춤입니다.,신발|스니커즈
9f251479-7904-4563-b826-cd4f3739949b,Camping Tent,Be sure to bring this camping tent with you to the outdoors,outdoors|camping,이 캠핑 텐트를 야외로 가져가세요.,야외|캠핑
f151582e-ff88-4192-82b9-15bc82329e2c,Polo Tee,Polo tee for men for every occasion,apparel|shirt,모든 상황에 어울리는 남성용 폴로 티셔츠,의류|셔츠
cacf945a-4c63-4797-a9a9-361e14b7001e,Wooden Plates,Definitive for every kitchen,housewares|kitchen,모든 주방에 꼭 맞는 제품,가정용품|부엌
898e919e-4758-41bf-bc8a-f96bcf7e375b,Magnificent Ceramic Bowl,This magnificent ceramic bowl is a must-have,housewares|bowls,이 웅장한 도자기 그릇은 필수품입니다.,가정용품|그릇
5d6929a4-570d-4eaa-a0c4-4b1aa350add6,Unrivaled Cable,This high quality cabling is unrivaled for your electronics at home and on the go,electronics|cable,이 고품질 케이블은 가정에서 또는 이동 중에 사용하는 전자 제품에 있어 타의 추종을 불허합니다.,전자제품|케이블
9dbf7c1a-3936-42ee-8c36-a28e94a35265,Pale Gray Sofa,Enjoy this soft pale gray sofa,furniture|sofas,이 부드러운 옅은 회색 소파를 즐기세요,가구|소파
66943a0f-5410-4c68-964e-a6468237f8e9,Fishing Net,Easy to use fishing net,outdoors|fishing,사용하기 쉬운 낚시 그물,야외|낚시
5e794430-4bc9-411f-b912-9007baaa67e2,Dog Accessory,Your dog will love this accessory,outdoors|pet,반려견이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
60555e97-aed7-4039-a3d9-324eff1f497c,Kayak,Explore the waterways with this bold kayak,outdoors|kayaking,이 대담한 카약으로 물길을 탐험하세요,야외|카약
37dc063d-f81d-4c2c-b67c-58d6c0828d0e,Bread,Bread made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 빵,식료품|빵집
de374b6b-7636-4784-b555-b5b37ee158e0,Light Gray Work Table,Increase your productivity with this unrivaled light gray worktable,furniture|tables,타의 추종을 불허하는 밝은 회색 작업대로 생산성을 높이십시오.,가구|테이블
ac46fdbc-2369-4908-b0b1-d405572e4a5c,Classy Ceramic Bowl,Classy ceramic bowl for every occasion,housewares|bowls,모든 상황에 어울리는 클래식한 도자기 그릇,가정용품|그릇
2b8f89d0-4078-4701-8aac-89c48d8ba392,Christmas Wreath,A must-have for the holidays,seasonal|christmas,휴일을 위한 머스트해브 아이템,계절의|크리스마스
02353f2f-f55f-4db5-b0bf-b9e588ecfe26,Dapper White Shirt,Dapper dressy white shirt for men,apparel|shirt,남성용 멋진 드레시 화이트 셔츠,의류|셔츠
04f098b3-f42f-4f8a-96b4-63cb789d00c0,Camping Tent,This camping tent is a must-have for your next trip,outdoors|camping,이 캠핑 텐트는 다음 여행에 꼭 필요한 제품입니다.,야외|캠핑
72179022-fcea-42f0-bc31-f0482d7a2e66,Gainsboro Coffee Table,Relax and sip your coffee with this definitive gainsboro table,furniture|tables,이 최고의 게인즈버러 테이블에서 커피를 마시며 휴식을 취하세요,가구|테이블
b2acb802-2873-4604-87ae-4f01f1dafb80,Dark Slate Gray Coat,Well-insulated casual coat for men for the mountains,apparel|jacket,보온성이 좋은 산악용 남성 캐주얼 코트,의복|재킷
8d67146f-0b59-4761-9120-34ebfee7b299,Beef,Our beef is raised sustainably by our farmers,groceries|meat,우리 소고기는 농부들이 지속 가능한 방식으로 기르고 있습니다.,식료품|고기
44193a01-20c1-4a97-896f-97940ec25ea6,Black Shirt,Black casual shirt for men,apparel|shirt,남성용 블랙 캐주얼 셔츠,의류|셔츠
82d6418c-0c2c-4be8-805d-a02a68b712e5,Kayak,This intrepid kayak will take you everywhere,outdoors|kayaking,이 대담한 카약은 당신을 어디든 데려다 줄 것입니다,야외|카약
564f9ced-8823-45ed-a781-1dc555353dd9,Ultrachic Watch,Ultrachic watch for women,accessories|watch,여성용 울트라시크 시계,액세서리|시계
8a94535e-4638-43ed-ab9a-2ac90849a98b,Faultless Speakers,These faultless speakers are unsurpassed for your music room,electronics|speaker,이 무결점 스피커는 음악실에서 타의 추종을 불허합니다.,전자제품|스피커
f47de389-968c-4387-b753-5fede3cbb100,Dark Slate Gray Jacket,Warm all seasons casual jacket for men,apparel|jacket,따뜻한 올 시즌 남성 캐주얼 재킷,의복|재킷
462d6acb-8cb9-4d11-aeef-7942d51345d8,Authoritative Microphone,This authoritative microphone can be relied upon in every situation,instruments|microphone,이 권위 있는 마이크는 어떤 상황에서도 믿고 사용할 수 있습니다.,악기|마이크
db4f21bd-9abf-4213-81ab-30360979884d,Christmas Figurines,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
c11354c7-a2fa-489d-9850-1ce5dcebeec5,Cool Glasses,Cool glasses for men,accessories|glasses,남성용 멋진 안경,액세서리|안경
40b1b91a-d1ff-40cf-8ea6-cea00103c8c7,Camera,Camera for amateurs and professonals,electronics|camera,아마추어 및 전문가용 카메라,전자제품|카메라
ba78ccfe-ac38-41e8-8129-1364f0395d37,Electric Guitar,This electric guitar will delight the most demanding musician,instruments|strings,이 일렉트릭 기타는 가장 까다로운 뮤지션을 기쁘게 할 것입니다,악기|현악기
46edff4c-918c-465a-8e03-2c30cff1a387,Red Shirt,Red casual shirt for men,apparel|shirt,남성용 빨간색 캐주얼 셔츠,의류|셔츠
94cc3c8d-7efd-4f7b-84d0-9996f7e90c2f,Pots Set,Unequaled for every kitchen,housewares|kitchen,모든 주방에서 타의 추종을 불허하는 제품,가정용품|부엌
8a5382dc-9350-46d1-a21f-bfdff7b2a03f,Authoritative Microphone,This authoritative microphone can be relied upon in every situation,instruments|microphone,이 권위 있는 마이크는 어떤 상황에서도 믿고 사용할 수 있습니다.,악기|마이크
39ebddd2-7869-48a0-a3c4-5d9ce73bc04b,Flawless Socks,These socks are very snug for the office,apparel|socks,이 양말은 사무실에 아주 잘 맞습니다.,의복|양말
7d676725-83fd-47a4-bd64-8acbed6a5e74,Dark Slate Gray Coat,Well-insulated casual coat for men for the mountains,apparel|jacket,보온성이 좋은 산악용 남성 캐주얼 코트,의복|재킷
91d0333b-76ec-4271-901a-6bb79cd9f12b,Floor Lamp,This floor lamp will enhance your home,homedecor|lighting,이 플로어 램프는 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
425cc876-3935-4e87-ad8d-77f42b0b6a75,Teapot,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
c8312844-248a-4a07-96a1-4c02cb1e2471,Tan Dining Table,This definitive tan dining table will delight everyone,furniture|tables,이 최고의 황갈색 식탁은 모두를 기쁘게 할 것입니다.,가구|테이블
4e59a438-e915-44d8-b15e-75b923c60639,Camping Tent,Be sure to bring this camping tent with you to the outdoors,outdoors|camping,이 캠핑 텐트를 야외로 가져가세요.,야외|캠핑
c2d24d02-baf0-49ae-bcf7-e696bec74e58,Black Sneakers,Fashionable pair of black sneakers to explore in the city,footwear|sneaker,도시를 탐험할 수 있는 패셔너블한 블랙 스니커즈,신발|스니커즈
9b777b98-9199-4efd-a46f-75429f6779e8,Bagel,Bagel made fresh daily in our kitchens,groceries|bakery,주방에서 매일 신선하게 만드는 베이글,식료품|빵집
73b369ae-6772-4375-b0d3-abcf26d55d26,Brown Shoes,Pair of brown formal shoes for men,footwear|formal,남성용 갈색 정장 신발 한 켤레,신발|정장
fe77abc8-fd8b-4bf2-aac0-8375f77e4b2f,Exquisite Bracelet,A exquisite bracelet for women to adorn any wrist,jewelry|bracelet,어떤 손목에도 잘 어울리는 아름다운 여성용 브레이슬릿,보석|팔찌
c3475696-e060-4672-990d-99594ed8217a,Christmas Wreath,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
4645c8af-8437-4380-b4e4-ef6f8b0f67b4,Table Lamp,This table lamp will enhance your home,homedecor|lighting,이 테이블 램프는 집을 더욱 돋보이게 해줄 것입니다,홈 데코|조명
1bfbe5c7-6f02-4465-82f1-6083a4b302c0,Razor,Razor for every bathroom,beauty|grooming,모든 욕실용 면도기,뷰티|그루밍
0d76bb55-cd0f-4efb-afda-613b6c6e1fae,Ultrahip Glasses,These ultrahip glasses for women are perfect everywhere,accessories|glasses,이 여성용 울트라힙 안경은 어디에나 완벽합니다,액세서리|안경
003e4953-d6cb-400c-90f6-9b0216b4603e,Drought-Resistant Indoor Plant,Drought-resistant indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 가뭄에 강한 실내 식물,플로랄|식물
4d247a1f-2296-49c7-b0a5-6a0fc8749af9,White Coat,White coat for women,apparel|shirt,여성용 화이트 코트,의류|셔츠
07441beb-9b1a-4c25-b302-2f11362cff86,Supercool Belt,Supercool belt for women,accessories|belt,여성용 슈퍼쿨 벨트,액세서리|벨트
4941c536-ec23-481f-ae99-ec432d1ef35b,Reliable Fishing Lure,Reliable fishing Lure for every angler,outdoors|fishing,모든 낚시꾼을 위한 믿을 수 있는 낚시 미끼,야외|낚시
d58cc491-e8ad-4f31-b6d5-4bcf417b40bd,Ultracool Necklace,Ultracool necklace for everyday wear,jewelry|necklace,매일 착용할 수 있는 울트라쿨 목걸이,보석|목걸이
678107a8-6a30-43c8-87b3-4f32764fb94d,Easter Chocolate Egg,A favorite for early April,seasonal|easter,4월 초에 가장 인기 있는 제품,계절의|부활절
b41f8f1f-3874-4fa9-8a6e-d9b65a2902df,Swell Bracelet,A swell bracelet for men,jewelry|bracelet,남성용 스웰 브레이슬릿,보석|팔찌
317d03c3-1aba-4839-ab93-64c1db962444,Light Gray Set Cushion,This light gray set cushion is very comfy,homedecor|cushion,이 라이트 그레이 세트 쿠션은 매우 편안합니다.,홈 데코|쿠션
02f7e73f-b6fe-4ffd-bd06-60c6cb35d60f,Taper Candle,This taper candle will enhance your home,homedecor|lighting,이 테이퍼 캔들은 집을 더욱 돋보이게 해줄 것입니다,홈 데코|조명
af669fc5-d861-41dd-b6a0-30fc30519252,Pet Accessory,Your pet will love this accessory,outdoors|pet,반려동물이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
180575fc-ef84-48fc-a83f-067d50141221,Dark Gray Office Chair,Increase your productivity with this nice dark gray office chair,furniture|chairs,이 멋진 짙은 회색 사무실 의자로 생산성을 높이십시오,가구|의자
26b2bda2-9397-4d0c-b5bb-9190dbba3acb,Television,This television is perfect for every room,electronics|television,이 TV는 모든 방에 적합합니다.,전자제품|텔레비전
d72a08ef-3e61-4648-ade8-b5d889e2d790,Keyboard,This keyboard will delight the most demanding musician,instruments|keys,이 키보드는 가장 까다로운 뮤지션도 만족시킬 것입니다.,계측기|키
181136fc-b294-4594-afc6-3eb9c8185de6,Performance Socks,Your game will improve with these performance socks,apparel|socks,이 퍼포먼스 양말과 함께라면 게임 실력이 향상됩니다,의복|양말
3d23fa73-8487-4261-ae29-1730ccd6210c,Wine Glass,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
f10a57a1-bd56-4118-a083-4838b0aeccfc,Black Jacket,Warm casual jacket for men,apparel|jacket,남성용 따뜻한 캐주얼 재킷,의복|재킷
5cf1825f-b9e9-4168-a4a7-ac516733417c,Brown Shoes,Pair of brown formal shoes for women,footwear|formal,여성용 갈색 정장 신발 한 켤레,신발|정장
8bac2e13-8ff6-4e03-b0ae-961a07020835,Authoritative Speakers,Authoritative speakers to fill the house with beautiful music,electronics|speaker,아름다운 음악으로 집안을 가득 채우는 권위있는 스피커,전자제품|스피커
62259467-5d98-4c6d-a4f2-72e57bf52da6,Valentine Decorations,A must-have for that special day,seasonal|valentine,특별한 날을 위한 머스트해브 아이템,계절|발렌타인
a4c0f41d-4e7d-422c-86f1-57432c0fdba2,White Plates,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
4b69ea5b-2114-45b3-8194-98aa5e44d9c9,Lemon Cake,This delicious lemon cake will delight everyone,groceries|bakery,이 맛있는 레몬 케이크는 모두를 기쁘게 할 것입니다.,식료품|빵집
ea18e120-48e8-4874-b462-bd934d1b77ff,Appealing Wood Bowl,Appealing wood bowl for every occasion,housewares|bowls,모든 상황에 어울리는 매력적인 우드 보울,가정용품|그릇
2ab5209d-519d-41ed-a57d-4e67569cad0e,Jar Candle,This jar candle will enhance your home,homedecor|lighting,이 항아리 캔들은 집을 더욱 돋보이게 해줄 것입니다.,홈 데코|조명
9f5d5280-76ef-43fa-af68-f0ba26a5f640,Axe,Essential axe for every craftperson,tools|axe,모든 장인을 위한 필수 도끼,도구|도끼
5395050a-b064-421f-9023-a269749bda4b,Light Gray Dresser,This outstanding dresser has lots of drawers to organize all your items,furniture|dressers,이 멋진 옷장에는 모든 물건을 정리할 수 있는 많은 서랍이 있습니다.,가구|옷장
f99e3fe4-6d50-470b-9925-6801020b262a,Hair Clipper,Razor for every bathroom,beauty|grooming,모든 욕실용 면도기,뷰티|그루밍
cd1a0228-7d3d-4782-a1fb-c1e99bc939b3,Christmas Lights,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
a7aeba8c-1feb-4f9c-94d8-031612c55fb8,Visit Russia,Plan your next trip with this essential reference book on Russia,books|travel,러시아에 관한 이 필수 참고서로 다음 여행을 계획하세요,도서|여행
a4173910-cab1-4897-8317-ac138109ba8d,Blue Green Shirt,Blue green shirt for men,apparel|shirt,남성용 블루 그린 셔츠,의류|셔츠
fd282367-138f-4f8c-bd7b-4e07242bff34,Cadet Blue Jacket,Cool all seasons casual jacket for men,apparel|jacket,남성용 멋진 올 시즌 캐주얼 재킷,의복|재킷
f7d6519f-eba5-4b05-945c-a861d580c99b,Roses Arrangement,Roses arrangement grown sustainably on our organic farms,floral|arrangement,유기농 농장에서 지속 가능한 방식으로 재배한 장미 꽃꽂이,플로랄|어레인지먼트
39300780-00db-40bd-97e4-0a8c35f003bf,Gray Sofa,Enjoy this soft gray sofa,furniture|sofas,이 부드러운 회색 소파를 즐기세요,가구|소파
59719e89-9677-4201-8aad-fb0157bbd30c,Light Gray Armchair,Relax in this comfy light gray armchair,furniture|chairs,이 편안한 밝은 회색 안락 의자에서 휴식을 취하십시오,가구|의자
f6cd5dd2-d3ea-4858-844a-04879153e459,Black Backpack,This black backpack for women is first-class for the season,accessories|backpack,이 여성용 블랙 백팩은 시즌 최고의 제품입니다.,액세서리|배낭
afba8eed-c114-422f-8960-13f90d2657ff,Black Boots,Unrivaled pair of black boots,footwear|boot,타의 추종을 불허하는 블랙 부츠,신발|부츠
ce390822-2cb8-4ec8-b3d0-128d68762dc4,Pineapple,This delicious fruit is everyone's favorite,groceries|fruits,이 맛있는 과일은 모두가 좋아하는 과일입니다,식료품|과일
f57c96de-c35d-4b98-af5a-566f9479630d,Sublime Bracelet,Sublime bracelet for women for every occasion,jewelry|bracelet,어떤 상황에도 어울리는 여성용 서브라임 브레이슬릿,보석|팔찌
94710642-7b99-4d19-b637-6c445b3e3e1d,Indoor Plant,Indoor plant grown sustainably on our organic farms,floral|plant,유기농 농장에서 지속 가능한 방식으로 재배되는 실내 식물,플로랄|식물
e7950511-8f63-4c48-9c9a-6d9f3002306d,Ceramic Vase,This ceramic vase is a must-have for your home decor,homedecor|decorative,이 세라믹 꽃병은 홈 데코를 위한 머스트해브 아이템입니다.,홈 데코|데코레이션
d0062fa5-02b3-4c94-be9f-2fdafa7cde2d,Gainsboro Backpack,This gainsboro backpack is definitive for the season,accessories|backpack,이 게인즈버러 백팩은 이번 시즌에 꼭 맞는 제품입니다.,액세서리|배낭
aca9059a-3245-49e2-9578-c5c21e1d1a85,Blue Heels,Pair of blue heels for women,footwear|formal,여성용 블루 힐 한 켤레,신발|정장
1827f353-5bb3-4061-8d70-fe8d813113f0,Ultrachic Scarf,Ultrachic scarf for women for every occasion,apparel|scarf,어떤 상황에도 어울리는 여성용 울트라시크 스카프,의복|스카프
6c9e5a95-da20-41d7-acbe-5a66d02a3488,Brown Boots,This pair of brown boots is unrivaled for the season,footwear|boot,이 브라운 부츠는 이번 시즌에 가장 잘 어울리는 제품입니다.,신발|부츠
f7b35f32-047d-4d05-be52-d38f648fe62d,Refined Bracelet,This refined bracelet for women will turn heads,jewelry|bracelet,시선을 사로잡는 세련된 여성용 브레이슬릿입니다.,보석|팔찌
543d28a2-c1f0-42bd-87c1-de4d9b546b9e,Easter Chocolate Egg,A favorite for early April,seasonal|easter,4월 초에 가장 인기 있는 제품,계절의|부활절
c6f84710-d744-462e-970a-9fdf9352f64b,Dark Olive Green Backpack,This dark olive green backpack is outstanding for the season,accessories|backpack,이 짙은 올리브 그린 백팩은 계절에 잘 어울립니다.,액세서리|배낭
d75b932b-0593-4cbe-b61d-a9b2dbd16e51,Fashionable Scarf,Fashionable scarf for men for every occasion,apparel|scarf,모든 상황에 어울리는 세련된 남성용 스카프,의복|스카프
8892e3b5-ac5e-4e02-9e67-6b273c4ac114,White Work Table,Increase your productivity with this unsurpassed white worktable,furniture|tables,이 탁월한 흰색 작업대로 생산성을 높이십시오.,가구|테이블
6377bbe2-0972-4376-a797-1af84af9a3a6,Wooden Worktable,Definitive wooden worktable for your office,furniture|tables,사무실을 위한 최고의 목재 작업대,가구|테이블
3cd33786-a655-407f-b22f-c4150b1e529e,Teal Backpack,Teal backpack is convenient for traveling,accessories|backpack,청록색 배낭은 여행에 편리합니다.,액세서리|배낭
11787eea-3b60-4ac6-89d5-8bce503b2ad0,Lovely Ceramic Bowl,This lovely ceramic bowl is a must-have,housewares|bowls,이 사랑스러운 도자기 그릇은 필수품입니다.,가정용품|그릇
d68ad334-88ed-4ee6-a373-704927495e8b,Groovy Socks,These groovy colorful socks will brighten smiles,apparel|socks,이 멋지고 다채로운 양말은 미소를 밝게 해줄 것입니다.,의복|양말
c24f3888-fdf7-44d6-bf3e-26ae57cba8b9,Cocktail Glass,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
d2d5b3ba-8e15-4161-b50a-e56869e20eb2,Black Backpack,Black men's backpack for gallivanting everywhere during the season,accessories|backpack,시즌 내내 어디서나 멋진 룩을 연출할 수 있는 블랙 남성 백팩,액세서리|배낭
06acd586-2c90-486f-9a26-75ce1205e25f,Pink Sneakers,This pair of pink sneakers is awesome for exploring outdoors,footwear|sneaker,이 핑크색 스니커즈는 야외 탐험에 아주 좋습니다.,신발|스니커즈
59a9a899-f122-4e4e-8796-fe683d90fcc3,Pork,Our pork is organic and raised sustainably,groceries|meat,우리 돼지고기는 유기농이며 지속 가능한 방식으로 사육됩니다.,식료품|고기
6fd585f4-1edf-4235-83ab-51f871f95f36,Christmas Wreath,Christmas wreath grown sustainably on our organic farms,floral|wreath,유기농 농장에서 지속 가능한 방식으로 재배된 크리스마스 화환,꽃무늬|화환
e588910b-a9fb-4717-a2c0-5c476505b5d2,Wedding Wreath,Wedding wreath delivered fresh and vibrant from our growers,floral|wreath,재배자로부터 신선하고 생동감 넘치는 웨딩 화환,꽃무늬|화환
5eddfb54-b2cf-4616-a5d0-08c509074a23,Burlywood Handbag,This trendy burlywood handbag is the perfect accessory for casually wandering all over,accessories|handbag,이 트렌디한 벌리우드 핸드백은 캐주얼하게 여기저기를 돌아다니기에 완벽한 액세서리입니다.,액세서리|핸드백
5106afab-048f-4d9f-b62b-3166e42ba01e,Camping Bottle,This camping bottle is a must-have for your next trip,outdoors|camping,이 캠핑 병은 다음 여행에 꼭 필요한 필수품입니다.,야외|캠핑
544c63ea-7c23-41f5-9841-9960ade21c54,Toothbrush,Soft toothbrush for everyday use,beauty|grooming,매일 사용할 수 있는 부드러운 칫솔,뷰티|그루밍
e6c07e26-3f21-4b47-9f78-0afd24dfa409,Christmas Decor,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
277b9636-f9d4-46f7-9910-6a794f478740,Wrench,This wrench is a must-have for your toolbox,tools|wrench,이 렌치는 툴박스의 필수품입니다.,도구|렌치
7fd05ca4-ac20-46cf-b4f8-87147eef8d65,Organic Soap,Organic soap for everyday use,beauty|bathing,매일 사용하는 유기농 비누,아름다움|목욕
2c20c3cd-3aa7-4882-a621-32c38fb20294,Brown Shoes,Pair of brown formal shoes for men,footwear|formal,남성용 갈색 정장 신발 한 켤레,신발|정장
6e329907-dc47-4dc8-982c-6ff32616551f,Mixed Arrangement,Mixed arrangement grown sustainably on our organic farms,floral|arrangement,유기농 농장에서 지속 가능한 방식으로 재배한 혼합 재배,플로랄|어레인지먼트
e34b3936-d740-4952-b572-ef984e3919ca,Christmas Ornament,A favorite for the holidays,seasonal|christmas,휴일에 가장 좋아하는 제품,계절의|크리스마스
b884792f-6c44-478e-ae0b-eae89f284f3b,Faultless Headphones,This faultless pair of headphones is ideal in clarity,electronics|headphones,이 흠잡을 데 없는 헤드폰은 선명도가 이상적입니다.,전자제품|헤드폰
89c4eeb4-c146-4434-a9f1-6943b4b552dc,Roses Arrangement,Roses arrangement grown sustainably on our organic farms,floral|arrangement,유기농 농장에서 지속 가능한 방식으로 재배한 장미 꽃꽂이,플로랄|어레인지먼트
0c4e5ca2-93cd-4ddb-a5d3-197fa2221ead,Pet Accessory,Your pet will love this accessory,outdoors|pet,반려동물이 이 액세서리를 좋아할 것입니다.,야외|애완 동물
1ea485c1-07b2-4278-be45-25cbf618b3e9,Golden Brown Jacket,Well-insulated casual jacket for women for all seasons,apparel|jacket,보온성이 좋은 여성용 사계절 캐주얼 재킷,의복|재킷
d08a900a-211d-4020-8d8b-b36659ecae7c,Valentine Decorations,A must-have for that special day,seasonal|valentine,특별한 날을 위한 머스트해브 아이템,계절|발렌타인
41fcefca-7208-4a6d-8c75-7b8139c769df,Plier,Essential plier for every craftperson,tools|plier,모든 장인을 위한 필수 플라이어,도구|플라이어
d78a318a-ca96-4bb3-9f9f-90847b105f2a,Scrub Ball,A must-have in every bathroom,beauty|bathing,모든 욕실의 머스트해브 아이템,아름다움|목욕
2adca223-bbf0-46d4-9f4a-72666293b174,Black Heels,Pair of black heels for women,footwear|formal,여성용 블랙 힐 한 켤레,신발|정장
b31c5f96-8a7d-40c7-8f0a-f587c1af4476,Table Lamp,This table lamp is a must-have for the lighting of your home,homedecor|lighting,이 테이블 램프는 집 조명에 꼭 필요한 제품입니다.,홈 데코|조명
4e44c0c1-40d0-43dd-a7fb-8454d779296d,Leather Handbag,An all-around convenient handbag for any occasion,accessories|handbag,어떤 상황에도 잘 어울리는 편리한 핸드백,액세서리|핸드백
6ae76ab4-ad9a-4db0-9a24-7ae532647a41,Definitive Fishing Reel,Definitive fishing reel for every pole,outdoors|fishing,모든 낚싯대를 위한 최고의 낚시 릴,야외|낚시
0395c84b-d532-495d-8b4c-25cbaff606f7,Camping Tent,This camping tent is a must-have for your next trip,outdoors|camping,이 캠핑 텐트는 다음 여행에 꼭 필요한 제품입니다.,야외|캠핑
5c111431-fbc2-4a49-9c38-83dd5c37586a,Easter Candy,A must-have for April,seasonal|easter,4월의 머스트해브 아이템,계절의|부활절
183e6812-3a36-4709-8815-71639f63f73f,Valentine Mug,A must-have for that special day,seasonal|valentine,특별한 날을 위한 머스트해브 아이템,계절|발렌타인
49f48b44-2a8e-4922-b2ff-2ff8c52b43f3,Wedding Wreath,Wedding wreath grown sustainably on our organic farms,floral|wreath,유기농 농장에서 지속 가능한 방식으로 재배한 웨딩 리스,꽃무늬|화환
75edcc32-739d-4f67-aa1b-167ccb734c48,Fashionable Glasses,These fashionable glasses for women are perfect everywhere,accessories|glasses,이 패셔너블한 여성용 안경은 어디에나 잘 어울립니다.,액세서리|안경
60519db3-763d-41c8-aaf2-630799feefd5,Easter Decorative Egg,A favorite for early April,seasonal|easter,4월 초에 가장 인기 있는 제품,계절의|부활절
72fc1056-4862-463b-ae42-f703ff421879,Cocktail Glass,A must-have for your kitchen,housewares|kitchen,주방을 위한 머스트해브 아이템,가정용품|부엌
3e1e85cc-1df4-40c6-9b4f-b92807f25477,Rosy-Brown Shoes,Pair of rosy-brown formal shoes for men,footwear|formal,로즈 브라운 남성용 정장 신발 한 켤레,신발|정장
